Name;Mean;Lower 90% CI; Upper 90% CI; Lower 95% CI; Upper 95% CI;
Customers arrived;193,584;192,88515;194,28285;192,75133;194,41667;
Customers departed;191,031;190,43255;191,62945;190,31796;191,74404;
Customers in system;28,12774634536388;27,84609;28,4094;27,79216;28,46333;
Time in system;69,17220756360729;68,69391;69,65051;68,60232;69,7421;
Customers in system at the end;2,553;2,26334;2,84266;2,20788;2,89812;
Customers in check in queue;7,508364990885485;7,2825;7,73423;7,23925;7,77748;
Time in check in queue;18,13432182411937;17,64107;18,62757;17,54662;18,72202;
Customers in payment queue;0,36316759219840417;0,35838;0,36795;0,35747;0,36887;
Time in payment in queue;0,9046815696564988;0,89435;0,91502;0,89237;0,91699;
Customers in parking lot;0,4129019107412144;0,40592;0,41988;0,40458;0,42122;
Time in parking lot;0,8136339033969568;0,79944;0,82782;0,79673;0,83054;
Free clerks;0,9606592976208208;0,94763;0,97369;0,94514;0,97618;
Free mechanics group 1;2,80186210403191;2,77748;2,82624;2,77281;2,83091;
Free mechanics group 2;3,498881960734969;3,46381;3,53396;3,45709;3,54068;
Labour costs;47500
Number of replications;1000
