Name;Mean;Lower 90% CI; Upper 90% CI; Lower 95% CI; Upper 95% CI;
Customers arrived;193,4906;193,38861;193,59259;193,36908;193,61212;
Customers departed;190,19812;190,12193;190,27431;190,10734;190,2889;
Customers in system;28,7057671712397;28,66214;28,7494;28,65378;28,75775;
Time in system;70,50116548101428;70,42767;70,57466;70,4136;70,58873;
Customers in system at the end;3,29248;3,24981;3,33515;3,24164;3,34332;
Customers in check in queue;6,995032509698862;6,96161;7,02846;6,95521;7,03486;
Time in check in queue;16,774494080677133;16,70161;16,84738;16,68765;16,86134;
Customers in payment queue;0,4891055967077479;0,48823;0,48998;0,48806;0,49015;
Time in payment in queue;1,231858637239193;1,22968;1,23403;1,22927;1,23445;
Customers in parking lot;1,4675577963737383;1,46499;1,47013;1,4645;1,47062;
Time in parking lot;3,230903308085359;3,22553;3,23628;3,2245;3,23731;
Free clerks;4,713836740530471;4,71196;4,71571;4,7116;4,71607;
Free mechanics group 1;2,0996048688192475;2,095;2,10421;2,09412;2,10509;
Free mechanics group 2;1,4056934705981066;1,40237;1,40901;1,40174;1,40965;
Labour costs;45400
Number of replications;50000
