Name;Mean;Lower 90% CI; Upper 90% CI; Lower 95% CI; Upper 95% CI;
Customers arrived;193,199;192,46823;193,92977;192,3283;194,0697;
Customers departed;193,192;192,46164;193,92236;192,32178;194,06222;
Customers in system;22,47079279155309;22,33859;22,603;22,31327;22,62831;
Time in system;55,710241984161094;55,55351;55,86697;55,5235;55,89698;
Customers in system at the end;0,007;0,00208;0,01192;0,00114;0,01286;
Customers in check in queue;1,604994603248873;1,54643;1,66356;1,53521;1,67478;
Time in check in queue;3,896113113874037;3,76526;4,02697;3,7402;4,05203;
Customers in payment queue;0,5059701593619695;0,49782;0,51412;0,49626;0,51568;
Time in payment in queue;1,2550649934755598;1,23564;1,27449;1,23192;1,27821;
Customers in parking lot;0,5646951745095703;0,54826;0,58113;0,54512;0,58427;
Time in parking lot;0,9359851749314494;0,90946;0,96251;0,90439;0,96758;
Free clerks;5,642241596781733;5,62786;5,65662;5,62511;5,65938;
Free mechanics group 1;5,599825245497269;5,5672;5,63245;5,56095;5,6387;
Free mechanics group 2;3,4713795197262964;3,43741;3,50535;3,4309;3,51186;
Labour costs;56000
Number of replications;1000
