Name;Mean;Lower 90% CI; Upper 90% CI; Lower 95% CI; Upper 95% CI;
Customers arrived;193,517;192,79654;194,23746;192,65857;194,37543;
Customers departed;193,516;192,79558;194,23642;192,65763;194,37437;
Customers in system;21,708881326144972;21,60712;21,81064;21,58763;21,83013;
Time in system;53,79843957047257;53,70629;53,89058;53,68865;53,90823;
Customers in system at the end;0,001;-0,00064;0,00264;-0,00096;0,00296;
Customers in check in queue;1,0494593135349641;1,01627;1,08265;1,00991;1,089;
Time in check in queue;2,5673383012867084;2,49194;2,64274;2,4775;2,65718;
Customers in payment queue;0,49701451847756634;0,48852;0,50551;0,48689;0,50714;
Time in payment in queue;1,2292914020076255;1,20936;1,24922;1,20555;1,25304;
Customers in parking lot;0,2874303685526875;0,27739;0,29747;0,27547;0,29939;
Time in parking lot;0,3789469079009437;0,36534;0,39255;0,36274;0,39516;
Free clerks;5,637803129755996;5,62366;5,65194;5,62096;5,65465;
Free mechanics group 1;7,741926358519695;7,7079;7,77595;7,70138;7,78247;
Free mechanics group 2;5,051282499053846;5,01592;5,08664;5,00915;5,09341;
Labour costs;62500
Number of replications;1000
