Name;Mean;Lower 90% CI; Upper 90% CI; Lower 95% CI; Upper 95% CI;
Customers arrived;193,59372;193,44882;193,73862;193,42108;193,76636;
Customers departed;192,81172;192,67097;192,95247;192,64401;192,97943;
Customers in system;25,817913088218315;25,76944;25,86639;25,76015;25,87567;
Time in system;63,59884276818378;63,51943;63,67826;63,50422;63,69347;
Customers in system at the end;0,782;0,7449;0,8191;0,7378;0,8262;
Customers in check in queue;4,440048558173925;4,40523;4,47486;4,39857;4,48153;
Time in check in queue;10,64939746238033;10,57252;10,72627;10,5578;10,74099;
Customers in payment queue;0,5895168714030238;0,58795;0,59108;0,58765;0,59138;
Time in payment in queue;1,4641160800562927;1,46042;1,46781;1,45972;1,46851;
Customers in parking lot;0,9500966791645153;0,9466;0,95359;0,94593;0,95426;
Time in parking lot;1,9494324739039348;1,9422;1,95667;1,94081;1,95806;
Free clerks;2,8276035250747906;2,82476;2,83045;2,82421;2,83099;
Free mechanics group 1;3,055409441761069;3,04878;3,06204;3,04751;3,06331;
Free mechanics group 2;2,251775110138254;2,24537;2,25818;2,24415;2,2594;
Labour costs;46700
Number of replications;25000
