Name;Mean;Lower 90% CI; Upper 90% CI; Lower 95% CI; Upper 95% CI;
Customers arrived;193,34;192,63252;194,04748;192,49705;194,18295;
Customers departed;193,243;192,54497;193,94103;192,41131;194,07469;
Customers in system;23,910151364332407;23,72195;24,09835;23,68591;24,13439;
Time in system;59,102916188369356;58,82133;59,3845;58,76741;59,43842;
Customers in system at the end;0,097;0,06008;0,13392;0,05302;0,14098;
Customers in check in queue;2,7535142152457963;2,63964;2,86739;2,61784;2,88919;
Time in check in queue;6,618213632494809;6,3664;6,87003;6,31818;6,91825;
Customers in payment queue;0,46188313037049616;0,45502;0,46875;0,45371;0,47006;
Time in payment in queue;1,145743805897762;1,12943;1,16205;1,12631;1,16518;
Customers in parking lot;0,8864757647859137;0,86767;0,90528;0,86407;0,90888;
Time in parking lot;1,709352887586293;1,67368;1,74503;1,66685;1,75186;
Free clerks;8,452026894269116;8,43815;8,4659;8,43549;8,46856;
Free mechanics group 1;2,7995087557453946;2,77643;2,82259;2,77201;2,82701;
Free mechanics group 2;3,443996019023458;3,40555;3,48244;3,39818;3,48981;
Labour costs;56300
Number of replications;1000
