Name;Mean;Lower 90% CI; Upper 90% CI; Lower 95% CI; Upper 95% CI;
Customers arrived;193,463;192,7802;194,1458;192,64945;194,27655;
Customers departed;172,118;171,8764;172,3596;171,83014;172,40586;
Customers in system;37,32560250933536;36,95702;37,69418;36,88645;37,76476;
Time in system;91,12643896876278;90,50526;91,74762;90,38631;91,86657;
Customers in system at the end;21,345;20,7035;21,9865;20,58066;22,10934;
Customers in check in queue;17,850177151525997;17,49912;18,20124;17,43189;18,26846;
Time in check in queue;42,72690368189045;42,03966;43,41415;41,90806;43,54575;
Customers in payment queue;0,6295835703578908;0,62542;0,63375;0,62462;0,63455;
Time in payment in queue;1,7432373869466893;1,73229;1,75418;1,7302;1,75628;
Customers in parking lot;0,22526931023406985;0,21889;0,23165;0,21767;0,23287;
Time in parking lot;0,23809164727791224;0,23248;0,2437;0,2314;0,24478;
Free clerks;0,1878187032977862;0,18111;0,19452;0,17983;0,19581;
Free mechanics group 1;2,9796332831744645;2,96909;2,99018;2,96707;2,9922;
Free mechanics group 2;4,329388964955422;4,31059;4,34818;4,30699;4,35178;
Labour costs;46400
Number of replications;1000
